ADR_EGAID;STR_ESID;BDG_EGID;ADR_EDID;STN_LABEL;ADR_NUMBER;BDG_CATEGORY;BDG_NAME;ZIP_LABEL;COM_FOSNR;COM_CANTON;ADR_STATUS;ADR_OFFICIAL;ADR_VALID;ADR_MODIFIED;ADR_EASTING;ADR_NORTHING
100339456;10132128;410392;0;Allmendgasse;33;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.583469731;47.46019852
100332783;10177200;410234;0;Moosackerweg;17;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593593486;47.45731638
100338969;10087182;410330;0;Helgenmattweg;1;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593432098;47.46112107
100339443;10120609;410379;0;Im Gwidem;15;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586748947;47.46147155
100340544;10120609;410378;0;Im Gwidem;14;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586842454;47.46171427
101379240;10051581;245000034;0;Grenzweg;11a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592703874;47.46153576
101383119;10024290;245000319;0;Bergmattenweg;81a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.579421431;47.45889935
101116164;10107056;3028483;0;Muggenbergweg;40;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595756452;47.45779016
101762511;10154572;245057519;0;Byfangweg;4;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.59219769;47.46076295
100338979;10024288;410341;0;Alter Kirchweg;7;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590050925;47.46135937
101500736;10113462;245053198;0;Mettliweg;16;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591566612;47.45804758
100339482;10057780;410418;0;Baumgartenweg;12;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588774881;47.4603357
101379251;10024294;245000045;0;Hangelimattweg;9a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.579143363;47.45906158
101377658;10051582;245000069;0;Hauptstrasse;65a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590518788;47.45798599
101379229;10024288;245000022;0;Alter Kirchweg;2a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591189291;47.46059339
101151352;10087184;2351801;0;Krebsenbachweg;13;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591398811;47.45965773
100339488;10024292;410424;0;Bnenmattweg;3;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582461925;47.46023575
101379305;10024296;245000099;0;Im Herrengarten;8a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589177979;47.45748407
100341073;10024290;410481;0;Bergmattenweg;75;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.579871896;47.45873692
101571501;10051581;245053714;0;Grenzweg;8d;special;;4148 Pfeffingen;2761;BL;real;WAHR;FALSCH;25.03.2022;7.592545297;47.46173384
100339498;10024293;410434;0;Grbelackerweg;2;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58333631;47.45990188
102618914;10103052;245069413;0;Mattenweg;21a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.592363558;47.45848724
102373375;10024288;245065274;0;Alter Kirchweg;2;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591163331;47.46079129
100340721;10024293;410438;0;Grbelackerweg;10;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582156058;47.45992133
102093096;10087183;245063426;0;Im Noll;21a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;31.01.2021;7.586441432;47.46057253
100341194;10087186;410595;0;Vogtackerweg;16;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587427002;47.45730644
101850118;10087180;245060269;0;Brunnmattweg;22;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588421946;47.46217094
100338940;10051583;410301;0;Keltenweg;2b;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592604749;47.45935035
100341163;10063992;410563;0;Im Jrtli;19;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.583729458;47.45816555
100338966;10087182;410327;0;Helgenmattweg;5;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592808339;47.460969
101379294;10087182;245000088;0;Helgenmattweg;3a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.592927749;47.46098683
100341061;10024290;410469;0;Bergmattenweg;40;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582498641;47.45909346
101889504;10120609;245061357;0;Im Gwidem;12b;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587054301;47.46158808
100007755;10063992;11516233;0;Im Jrtli;9;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.583319401;47.4585528
100341199;10087186;410600;0;Vogtackerweg;29;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.585424938;47.4574439
100332785;10063994;410236;0;Rauracherweg;1;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592736666;47.45910733
101381262;10113462;245000272;0;Mettliweg;18a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;02.04.2021;7.591753249;47.45838911
101381183;10024300;245000182;0;R?merstrasse;2d;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.593735614;47.46059901
102373308;10132128;245063804;0;Allmendgasse;9;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587339722;47.45930323
101076085;10063994;3029055;0;Rauracherweg;32;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.59567897;47.4585008
101381264;10103052;245000274;0;Mattenweg;25d;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593052867;47.45838739
100341072;10024290;410480;0;Bergmattenweg;71;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58022998;47.45874548
101381163;10113462;245000160;0;Mettliweg;6;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590700766;47.45669061
101379312;10063992;245000106;0;Im Jrtli;28a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.583450288;47.45791406
101686396;10024298;245056033;0;Langbodenweg;8;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587008081;47.45926768
100339136;10051582;410105;0;Hauptstrasse;20;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592170237;47.4604392
101462985;10024294;245047777;0;Hangelimattweg;3;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.578295114;47.45925148
101289851;10177200;3121573;0;Moosackerweg;25;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.59485269;47.45710783
100339148;10051582;410117;0;Hauptstrasse;29;other_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590139456;47.45983926
102486882;10087180;245068056;0;Brunnmattweg;18;residential;;4148 Pfeffingen;2772;BL;planned;WAHR;FALSCH;29.07.2021;7.589151224;47.46211603
100339453;10132128;410389;0;Allmendgasse;6;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587353958;47.45965398
100332727;10051582;410176;0;Hauptstrasse;82;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589907446;47.4575191
101525923;10087186;245051188;0;Vogtackerweg;5;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589254888;47.4565396
101379239;10051581;245000033;0;Grenzweg;9a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592743687;47.46154471
101379584;10087186;245000207;0;Vogtackerweg;6a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589215864;47.45680947
100332731;10051582;410180;0;Hauptstrasse;90;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589825642;47.45672773
101608079;10152941;245000016;1;Schlosshof;121a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593867638;47.455823
101762510;10154572;245057518;0;Byfangweg;2;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592091156;47.46061019
100339600;10057781;410526;0;Eichenweg;10;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586051955;47.4588012
101379321;10087183;245000115;0;Im Noll;36;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.585764973;47.46053742
102288698;10140408;245064935;0;Schlossgut;147a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595307136;47.45379741
100332719;10051582;410167;0;Hauptstrasse;70;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589432932;47.45854504
100332776;10177200;410227;0;Moosackerweg;9;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592519721;47.45745272
102367810;10024298;245065980;0;Langbodenweg;3a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.587748828;47.45858318
102604263;10154580;245069221;0;Rttimatt;140;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.578575491;47.45489803
101152736;10087184;2351820;0;Krebsenbachweg;3a;other_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590469393;47.45927221
100340832;10051584;410540;0;Kreuzackerweg;4;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.585337164;47.45928778
101379324;10063993;245000118;0;Im Steinler;1a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590093206;47.46224073
101377397;10024291;245000003;0;Buchenweg;10a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.585877971;47.45822581
100339134;10051582;410102;0;Hauptstrasse;14a;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593019312;47.460546
101557269;10024288;245053105;0;Alter Kirchweg;25;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590915141;47.46212273
102402394;10024299;245065890;0;Nespelmattweg;1a;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.594520271;47.46135346
101385635;10051581;245011569;0;Grenzweg;2a;non_residential;;4148 Pfeffingen;2761;BL;real;WAHR;FALSCH;25.03.2022;7.593459923;47.46157074
101500735;10113461;245053199;0;Alemannenweg;1;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591738881;47.45800238
100340534;10120609;410368;0;Im Gwidem;2;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588736786;47.46093835
102382576;10113462;245066507;0;Mettliweg;11a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.591568489;47.45870414
101377643;10051582;245000053;0;Hauptstrasse;12a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593059176;47.46057293
101116160;10107056;3028479;0;Muggenbergweg;33;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.596433413;47.4580051
100339454;10132128;410390;0;Allmendgasse;21;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;10.02.2022;7.585351239;47.45958457
102855970;10024294;245070650;0;Hangelimattweg;9b;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;31.03.2021;7.57837344;47.4587747
101385639;10051581;245011573;0;Grenzweg;8b;special;;4148 Pfeffingen;2761;BL;real;WAHR;FALSCH;25.03.2022;7.592837559;47.46190434
100339457;10132128;410393;0;Allmendgasse;26;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.584927995;47.45999883
101151336;10051583;2351778;0;Keltenweg;22;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595746889;47.45904934
101151353;10107056;2351802;0;Muggenbergweg;1;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.597513003;47.45982942
102135141;10051582;245063240;0;Hauptstrasse;42a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588799916;47.45980502
101381266;10113462;245000276;0;Mettliweg;7d;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590995248;47.45765259
101383113;10024290;245000313;0;Bergmattenweg;42a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.582711141;47.45921012
101083999;10113461;3029093;0;Alemannenweg;24;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595410131;47.45726898
100338917;10024300;410276;0;R?merstrasse;5;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.594598008;47.46072378
100340835;10051584;410543;0;Kreuzackerweg;7;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.584818953;47.45891968
101781766;10154579;245057716;0;Pfarrhofacker;20;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586440215;47.46013183
101763947;10051582;245056685;0;Hauptstrasse;64a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589486206;47.45862591
100332792;10063994;410243;0;Rauracherweg;16;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593942427;47.45874597
101461581;10057780;245045651;0;Baumgartenweg;22;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589187189;47.46075789
102135476;10140407;245063809;0;Im Schlossgarten;107a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.597631559;47.45509839
100339143;10051582;410112;0;Hauptstrasse;25;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590776661;47.46006328
101608081;10152941;245000018;1;Schlosshof;121c;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593270695;47.45575185
101383091;10087185;245000284;0;Schollenackerweg;3b;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;08.10.2021;7.584448781;47.45934287
100338935;10024301;410295;0;Steingrubenweg;20;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595907985;47.45971468
100332399;10103052;410155;0;Mattenweg;28;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593701843;47.45809872
100338923;10024300;410283;0;R?merstrasse;12;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595432565;47.46039887
102378250;10152941;245066393;0;Schlosshof;121d;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593389756;47.45565275
100339476;10057780;410412;0;Baumgartenweg;1;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587566546;47.45979761
102413834;10113461;245066589;0;Alemannenweg;6b;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.02.2022;7.592295262;47.45779479
100340726;10087185;410443;0;Schollenackerweg;6;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.584117973;47.4596131
101084474;10057781;3029192;0;Eichenweg;8;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586502573;47.4587017
100338952;10051581;410313;0;Grenzweg;7;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592862891;47.46149058
101289838;10024299;3121557;0;Nespelmattweg;21;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.597952704;47.46052136
100338939;10051583;410300;0;Keltenweg;2a;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592511917;47.45935047
100334041;10024299;410259;0;Nespelmattweg;14;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.596534472;47.46079312
101381155;10024298;245000152;0;Langbodenweg;9a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586622722;47.45898935
100339163;10179159;410135;0;Burgweg;4;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593885179;47.457298
100341152;10063992;410551;0;Im Jrtli;4;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.583917704;47.45911868
101383094;10154577;245000288;0;Liebmatt;1a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595693723;47.44997442
101383100;10132128;245000298;0;Allmendgasse;21a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.584926766;47.45954913
100338907;10024299;410266;0;Nespelmattweg;23;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.597792945;47.46031472
100339585;10024291;410511;0;Buchenweg;4;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587030963;47.45795452
100341032;10024297;410349;0;Klusweg;13;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587876885;47.46170395
100339577;10186909;410501;0;Stellimattweg;5;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582536636;47.45842785
101379327;10051583;245000121;0;Keltenweg;3a;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593652967;47.45953783
100338962;10087182;410323;0;Helgenmattweg;10;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592331887;47.46131141
101076084;10063994;3029054;0;Rauracherweg;30;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595586193;47.45851891
100332749;10087184;410199;0;Krebsenbachweg;16;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591570263;47.45932473
100339131;10051582;410099;0;Hauptstrasse;10;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593284915;47.46067157
101377392;10051583;3121572;0;Keltenweg;16;other_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.594938274;47.45916735
101608084;10152941;245000021;1;Schlosshof;123a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592796288;47.45678679
101084001;10113461;3029095;0;Alemannenweg;19;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.594947174;47.45767433
101151345;10024292;2351787;0;Bnenmattweg;30;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58031043;47.45907816
101381162;10113462;245000159;0;Mettliweg;3a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590702428;47.45727523
101379248;10024293;245000042;0;Grbelackerweg;11a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58147853;47.45948146
101379310;10063992;245000104;0;Im Jrtli;16a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58309466;47.45881391
100341034;10087180;410351;0;Brunnmattweg;26;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.587798891;47.46227067
101999174;10024291;245062295;0;Buchenweg;3a;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;26.01.2021;7.586884366;47.45769388
100338942;10051583;410303;0;Keltenweg;4a;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592909767;47.45934994
101546661;10051582;245051356;0;Hauptstrasse;36;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589529592;47.45990301
101379243;10024293;245000037;0;Grbelackerweg;2a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.583482311;47.45994667
101076087;10063994;3029057;0;Rauracherweg;36;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.595784454;47.45829379
100341046;10024290;410454;0;Bergmattenweg;8;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582645631;47.459507
101379291;10140408;245000085;0;Schlossgut;148;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593621336;47.45319707
101379298;10087182;245000092;0;Helgenmattweg;12a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592172896;47.46136558
101151340;10051583;2351782;0;Keltenweg;26;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.596290428;47.45898565
100332404;10051582;410161;0;Hauptstrasse;60;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589698618;47.45870659
102135142;10057780;245063243;0;Baumgartenweg;4b;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588389178;47.45994046
101084489;10121044;3029224;0;Zelgliweg;8;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589278504;47.46021813
101077954;10113461;3029702;0;Alemannenweg;18;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.59432311;47.45740535
101379232;10154572;245000025;0;Byfangweg;7a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591736222;47.46170793
100332729;10051582;410178;0;Hauptstrasse;86;other_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.589813601;47.45715946
100339497;10024293;410433;0;Grbelackerweg;1;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.583269344;47.45965913
101288482;10113462;3121585;0;Mettliweg;7a;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590809438;47.45759887
101051723;10024294;3032881;0;Hangelimattweg;6;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.577963152;47.45908998
102470967;10024299;245067878;0;Nespelmattweg;5a;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;06.04.2022;7.595103622;47.46128972
100338947;10051583;410308;0;Keltenweg;9;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.594435486;47.45956377
100332742;10113461;410192;0;Alemannenweg;14;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593806238;47.45751397
100341160;10063992;410560;0;Im Jrtli;16;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58313459;47.45886782
100339472;10087183;410408;0;Im Noll;3;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588005841;47.46039066
101084054;10063994;3029154;0;Rauracherweg;17;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.59548113;47.45886982
101116156;10057781;3028475;0;Eichenweg;11;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.586329479;47.45845008
101876268;10024288;245061153;0;Alter Kirchweg;35b;special;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.5911278;47.46228435
100338955;10051581;410316;0;Grenzweg;13;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592093761;47.46151858
101289847;10087186;3121568;0;Vogtackerweg;35;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.585040561;47.45751633
100340530;10063993;410364;0;Im Steinler;1;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58998726;47.46229483
100332780;10177200;410231;0;Moosackerweg;14;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592943015;47.4570834
100341145;10051584;410544;0;Kreuzackerweg;8;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.584872884;47.4592434
100340730;10154570;410447;0;Bachackerhof;106;other_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.583156521;47.46207866
100341182;10024296;410583;0;Im Herrengarten;6;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58934964;47.45722302
100339480;10087185;410416;0;Schollenackerweg;3;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.584501484;47.45921688
100341164;10063992;410564;0;Im Jrtli;20;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.582841431;47.45834653
101461383;10087186;245043987;0;Vogtackerweg;11;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.588207825;47.45673882
101684343;10051582;410117;1;Hauptstrasse;29a;other_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590073326;47.45990231
100332751;10087184;410201;0;Krebsenbachweg;20;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591463656;47.45914499
100338949;10051583;410310;0;Keltenweg;12;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593983856;47.45931254
100332787;10063994;410238;0;Rauracherweg;3;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.593081364;47.4590709
101843580;10087184;245059564;0;Krebsenbachweg;2;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.590879838;47.45903783
101379326;10051583;245000120;0;Keltenweg;1b;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.59340102;47.45954716
101385638;10051581;245011572;0;Grenzweg;8a;non_residential;;4148 Pfeffingen;2761;BL;real;WAHR;FALSCH;25.03.2022;7.592757493;47.46173356
100332788;10063994;410239;0;Rauracherweg;4;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592298258;47.45883809
101471358;10024292;245050205;0;Bnenmattweg;4a;non_residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.58201131;47.46034423
100339175;10103052;410148;0;Mattenweg;19;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.592005963;47.4586496
100338957;10154572;410318;0;Byfangweg;7;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.591523641;47.4615733
100247723;10051581;391564;0;Grenzweg;2;residential;;4148 Pfeffingen;2761;BL;real;WAHR;FALSCH;25.03.2022;7.593433789;47.46170568
100332793;10063994;410244;0;Rauracherweg;18;residential;;4148 Pfeffingen;2772;BL;real;WAHR;WAHR;25.06.2021;7.594260572;47.45870057
